# VHH-NNLO multi-axis scan points
# process: ZHH
# energy_tev: 14
# scan_axes: kappa_lambda,kappa_z
# windows: kappa_lambda=[-0.7,6.1]; kappa_z=[0.9,1.2]
# n_points: kappa_lambda:40,kappa_z:40
# fixed_kappa: 1,1,1,1
#
kappa_lambda	kappa_z	sigma_lo	sigma_nnlo	k	sigma_heft_over_sm_lo	sigma_heft_over_sm_nnlo	sigma_lo_pdfas	sigma_lo_sup	sigma_lo_inf	sigma_nnlo_pdfas	sigma_nnlo_sup	sigma_nnlo_inf
-0.7	0.9	0.107797678	0.167376697	1.552692972	0.352854843	0.4010626715	0.00235622141	0.001839195314	0.001975936556	0.003108433453	0.0102082739	0.00786342004
-0.7	0.9076923077	0.1088781613	0.1694775281	1.55657963	0.356391596	0.4060966155	0.002379391006	0.001856655535	0.00199486155	0.003141683655	0.01041465305	0.008021704326
-0.7	0.9153846154	0.1100094216	0.1716755224	1.560552904	0.3600945577	0.411363379	0.002403833721	0.001875601321	0.002015240837	0.003176802341	0.01063090515	0.008187449995
-0.7	0.9230769231	0.111192376	0.1739716254	1.564600306	0.3639667299	0.4168652274	0.002429573511	0.00189606379	0.002037104307	0.003213818973	0.01085698651	0.00836062738
-0.7	0.9307692308	0.112427949	0.1763667928	1.568709511	0.3680111391	0.4226044506	0.002456634612	0.001918074306	0.002060482085	0.003252763362	0.01109285371	0.008541207039
-0.7	0.9384615385	0.1137170727	0.1788619903	1.5728684	0.3722308363	0.4285833627	0.002485041533	0.001941664476	0.002085404535	0.003293665648	0.0113384636	0.008729159751
-0.7	0.9461538462	0.1150606869	0.1814581936	1.577065099	0.3766288974	0.4348043019	0.002514819065	0.001966866153	0.002111902254	0.003336556274	0.01159377329	0.008924456521
-0.7	0.9538461538	0.1164597387	0.1841563888	1.581288013	0.3812084228	0.4412696306	0.002545992279	0.001993711434	0.002140006077	0.003381465959	0.01185874015	0.009127068575
-0.7	0.9615384615	0.1179151828	0.1869575718	1.585525862	0.3859725375	0.4479817356	0.00257858653	0.002022232661	0.002169747073	0.003428425681	0.01213332183	0.009336967366
-0.7	0.9692307692	0.1194279815	0.1898627489	1.589767712	0.3909243913	0.4549430277	0.002612627455	0.00205246242	0.002201156548	0.003477466655	0.01241747624	0.009554124567
-0.7	0.9769230769	0.1209991046	0.1928729363	1.594003005	0.3960671587	0.4621559421	0.002648140976	0.002084433542	0.002234266044	0.003528620316	0.01271116156	0.009778512078
-0.7	0.9846153846	0.1226295293	0.1959891604	1.598221582	0.4014040386	0.4696229382	0.002685153297	0.002118179101	0.00226910734	0.0035819183	0.01301433624	0.01001010202
-0.7	0.9923076923	0.1243202405	0.1992124576	1.602413708	0.4069382547	0.4773464996	0.002723690904	0.002153732419	0.002305712448	0.003637392434	0.01332695898	0.01024886674
-0.7	1	0.1260722306	0.2025438745	1.606570086	0.4126730554	0.4853291339	0.002763780565	0.002191127059	0.00234411362	0.003695074721	0.01364898877	0.01049477881
-0.7	1.007692308	0.1278864996	0.2059844679	1.610681882	0.4186117137	0.4935733734	0.002805449326	0.00223039683	0.002384343341	0.003754997332	0.01398038486	0.01074781102
-0.7	1.015384615	0.1297640547	0.2095353045	1.61474073	0.4247575272	0.5020817741	0.00284872451	0.002271575787	0.002426434332	0.003817192595	0.01432110675	0.01100793638
-0.7	1.023076923	0.1317059111	0.2131974612	1.618738745	0.4311138183	0.5108569166	0.002893633713	0.002314698227	0.002470419552	0.003881692987	0.01467111423	0.01127512814
-0.7	1.030769231	0.1337130911	0.2169720251	1.622668531	0.4376839339	0.5199014056	0.002940204804	0.002359798692	0.002516332195	0.003948531137	0.01503036734	0.01154935977
-0.7	1.038461538	0.135786625	0.2208600934	1.626523183	0.4444712457	0.52921787	0.002988465919	0.002406911972	0.002564205689	0.004017739812	0.0153988264	0.01183060494
-0.7	1.046153846	0.1379275501	0.2248627731	1.63029629	0.4514791498	0.5388089628	0.003038445456	0.002456073096	0.002614073702	0.004089351923	0.01577645198	0.01211883757
-0.7	1.053846154	0.1401369116	0.2289811818	1.633981934	0.4587110673	0.5486773616	0.003090172079	0.002507317342	0.002665970134	0.004163400523	0.01616320494	0.0124140318
-0.7	1.061538462	0.1424157622	0.2332164468	1.637574685	0.4661704437	0.5588257677	0.003143674703	0.002560680232	0.002719929124	0.004239918806	0.01655904639	0.01271616199
-0.7	1.069230769	0.1447651619	0.2375697057	1.641069596	0.4738607493	0.5692569071	0.003198982499	0.002616197529	0.002775985045	0.004318940108	0.0169639377	0.01302520271
-0.7	1.076923077	0.1471861785	0.2420421063	1.644462195	0.4817854788	0.5799735297	0.003256124888	0.002673905245	0.002834172506	0.004400497917	0.01737784053	0.01334112878
-0.7	1.084615385	0.1496798873	0.2466348061	1.647748476	0.489948152	0.5909784098	0.003315131533	0.002733839634	0.002894526354	0.004484625869	0.01780071679	0.01366391521
-0.7	1.092307692	0.1522473709	0.2513489733	1.650924885	0.4983523129	0.6022743459	0.00337603234	0.002796037196	0.002957081669	0.004571357757	0.01823252866	0.01399353728
-0.7	1.1	0.1548897197	0.2561857857	1.65398831	0.5070015304	0.6138641606	0.003438857452	0.002860534674	0.003021873771	0.004660727535	0.01867323859	0.01432997045
-0.7	1.107692308	0.1576080314	0.2611464314	1.656936065	0.515899398	0.6257507008	0.003503637243	0.002927369058	0.003088938211	0.004752769326	0.0191228093	0.01467319042
-0.7	1.115384615	0.1604034115	0.2662321088	1.659765876	0.5250495338	0.6379368377	0.003570402318	0.002996577579	0.00315831078	0.004847517424	0.01958120376	0.01502317312
-0.7	1.123076923	0.1632769728	0.271444026	1.662475862	0.5344555807	0.6504254666	0.003639183508	0.003068197716	0.003230027503	0.004945006308	0.02004838523	0.0153798947
-0.7	1.130769231	0.1662298357	0.2767834016	1.66506452	0.5441212061	0.6632195071	0.003710011864	0.00314226719	0.003304124642	0.005045270641	0.02052431723	0.01574333152
-0.7	1.138461538	0.1692631282	0.2822514641	1.667530709	0.5540501022	0.6763219029	0.003782918656	0.003218823969	0.003380638694	0.005148345283	0.02100896352	0.01611346019
-0.7	1.146153846	0.1723779857	0.2878494521	1.669873626	0.5642459856	0.6897356222	0.00385793537	0.003297906263	0.003459606392	0.005254265294	0.02150228817	0.01649025753
-0.7	1.153846154	0.1755755513	0.2935786144	1.672092796	0.5747125979	0.703463657	0.003935093703	0.00337955253	0.003541064707	0.005363065945	0.02200425548	0.01687370056
-0.7	1.161538462	0.1788569754	0.2994402098	1.674188044	0.585453705	0.717509024	0.004014425563	0.003463801468	0.003625050843	0.005474782721	0.02251483005	0.01726376657
-0.7	1.169230769	0.1822234163	0.3054355074	1.676159484	0.5964730977	0.7318747637	0.004095963062	0.003550692023	0.003711602241	0.005589451334	0.02303397672	0.01766043305
-0.7	1.176923077	0.1856760394	0.3115657862	1.678007497	0.6077745915	0.746563941	0.004179738516	0.003640263384	0.00380075658	0.005707107722	0.02356166061	0.01806367769
-0.7	1.184615385	0.1892160179	0.3178323354	1.679732715	0.6193620262	0.7615796451	0.004265784445	0.003732554987	0.003892551772	0.005827788062	0.0240978471	0.01847347845
-0.7	1.192307692	0.1928445325	0.3242364543	1.681335997	0.6312392667	0.7769249894	0.004354133566	0.003827606509	0.003987025966	0.005951528773	0.02464250184	0.01888981348
-0.7	1.2	0.1965627713	0.3307794523	1.68281842	0.6434102022	0.7926031113	0.004444818793	0.003925457873	0.004084217549	0.006078366525	0.02519559075	0.01931266117
-0.5256410256	0.9	0.118269746	0.179521223	1.517896412	0.3871331313	0.4301629951	0.002558077508	0.001892956806	0.002061153186	0.003344157692	0.0101357365	0.007824478101
-0.5256410256	0.9076923077	0.1193675922	0.1816436517	1.521716643	0.3907267186	0.4352486907	0.00258105931	0.001908026654	0.002078090269	0.003377092859	0.01034398035	0.007983829143
-0.5256410256	0.9153846154	0.1205147501	0.1838598245	1.525620926	0.3944817179	0.4405590129	0.002605269662	0.001924512645	0.002096416567	0.003411818863	0.01056165212	0.008150306672
-0.5256410256	0.9230769231	0.1217121305	0.1861706913	1.529598493	0.3984011111	0.4460962378	0.002630732107	0.001942445366	0.00211616149	0.003448365565	0.01078871137	0.008323883401
-0.5256410256	0.9307692308	0.1229606519	0.1885772121	1.533638681	0.4024879045	0.4518626655	0.002657470457	0.001961855648	0.002137354684	0.003486763164	0.01102511792	0.00850453227
-0.5256410256	0.9384615385	0.1242612404	0.1910803569	1.537730962	0.4067451293	0.4578606208	0.002685508797	0.001982774567	0.002160026032	0.003527042164	0.01127083185	0.008692226439
-0.5256410256	0.9461538462	0.1256148295	0.1936811059	1.541864975	0.4111758412	0.4640924522	0.002714871491	0.002005233442	0.002184205651	0.003569233361	0.01152581352	0.008886939295
-0.5256410256	0.9538461538	0.1270223602	0.1963804495	1.546030551	0.4157831207	0.4705605327	0.00274558318	0.002029263838	0.002209923895	0.003613367812	0.01179002353	0.009088644446
-0.5256410256	0.9615384615	0.1284847812	0.1991793881	1.550217748	0.4205700727	0.4772672595	0.002777668788	0.002054897565	0.002237211356	0.003659476822	0.01206342278	0.009297315725
-0.5256410256	0.9692307692	0.1300030485	0.2020789321	1.554416873	0.425539827	0.484215054	0.002811153521	0.002082166677	0.002266098857	0.003707591922	0.01234597242	0.009512927188
-0.5256410256	0.9769230769	0.1315781258	0.2050801023	1.558618509	0.430695538	0.4914063618	0.002846062873	0.002111103471	0.002296617462	0.003757744851	0.01263763386	0.009735453115
-0.5256410256	0.9846153846	0.1332109844	0.2081839294	1.562813535	0.4360403847	0.4988436527	0.002882422619	0.002141740491	0.002328798469	0.003809967544	0.01293836879	0.009964868011
-0.5256410256	0.9923076923	0.134902603	0.2113914543	1.566993146	0.4415775708	0.5065294208	0.002920258822	0.002174110524	0.002362673411	0.003864292115	0.01324813917	0.0102011466
-0.5256410256	1	0.1366539678	0.2147037278	1.571148875	0.4473103246	0.5144661843	0.002959597829	0.002208246603	0.002398274059	0.003920750849	0.01356690722	0.01044426384
-0.5256410256	1.007692308	0.1384660726	0.2181218111	1.575272607	0.453241899	0.5226564858	0.003000466272	0.002244182004	0.002435632418	0.003979376188	0.01389463541	0.0106941949
-0.5256410256	1.015384615	0.1403399187	0.2216467753	1.579356589	0.4593755717	0.531102892	0.003042891064	0.002281950247	0.002474780729	0.004040200724	0.01423128651	0.01095091517
-0.5256410256	1.023076923	0.142276515	0.2252797017	1.583393449	0.4657146451	0.5398079938	0.003086899399	0.0023215851	0.002515751472	0.004103257191	0.01457682353	0.01121440029
-0.5256410256	1.030769231	0.1442768779	0.2290216818	1.587376198	0.472262446	0.5487744064	0.003132518753	0.002363120573	0.00255857736	0.004168578463	0.01493120976	0.0114846261
-0.5256410256	1.038461538	0.1463420312	0.232873817	1.591298242	0.479022326	0.5580047691	0.003179776875	0.002406590919	0.002603291342	0.004236197548	0.01529440876	0.01176156866
-0.5256410256	1.046153846	0.1484730066	0.2368372189	1.595153384	0.4859976614	0.5675017457	0.00322870179	0.00245203064	0.002649926604	0.004306147583	0.01566638433	0.01204520427
-0.5256410256	1.053846154	0.1506708428	0.2409130093	1.598935831	0.4931918531	0.5772680238	0.00327932179	0.002499474479	0.002698516568	0.00437846184	0.01604710058	0.01233550945
-0.5256410256	1.061538462	0.1529365865	0.24510232	1.60264019	0.5006083266	0.5873063156	0.00333166544	0.002548957424	0.002749094893	0.004453173718	0.01643652186	0.01263246093
-0.5256410256	1.069230769	0.1552712916	0.2494062928	1.606261468	0.5082505321	0.5976193573	0.003385761563	0.002600514709	0.00280169547	0.004530316752	0.01683461278	0.01293603569
-0.5256410256	1.076923077	0.1576760198	0.25382608	1.609795074	0.5161219446	0.6082099095	0.003441639247	0.002654181812	0.002856352431	0.004609924612	0.01724133823	0.0132462109
-0.5256410256	1.084615385	0.1601518401	0.2583628436	1.613236809	0.5242260635	0.6190807568	0.003499327832	0.002709994454	0.00291310014	0.004692031103	0.01765666337	0.01356296398
-0.5256410256	1.092307692	0.1626998293	0.2630177558	1.616582863	0.532566413	0.6302347082	0.003558856915	0.002767988604	0.0029719732	0.004776670178	0.01808055363	0.01388627256
-0.5256410256	1.1	0.1653210714	0.2677919991	1.619829807	0.541146542	0.6416745968	0.003620256338	0.002828200472	0.003033006448	0.004863875934	0.01851297468	0.01421611451
-0.5256410256	1.107692308	0.1680166582	0.2726867659	1.622974584	0.5499700238	0.6534032801	0.003683556189	0.002890666515	0.003096234958	0.004953682623	0.01895389248	0.0145524679
-0.5256410256	1.115384615	0.1707876889	0.2777032589	1.626014502	0.5590404566	0.6654236395	0.003748786798	0.002955423432	0.003161694038	0.005046124655	0.01940327326	0.01489531104
-0.5256410256	1.123076923	0.1736352702	0.2828426906	1.62894722	0.5683614632	0.677738581	0.003815978729	0.00302250817	0.003229419235	0.005141236609	0.0198610835	0.01524462246
-0.5256410256	1.130769231	0.1765605165	0.288106284	1.631770736	0.5779366911	0.6903510347	0.003885162783	0.003091957918	0.003299446331	0.005239053233	0.02032728996	0.01560038091
-0.5256410256	1.138461538	0.1795645497	0.293495272	1.634483379	0.5877698123	0.7032639546	0.003956369986	0.00316381011	0.003371811342	0.005339609457	0.02080185967	0.01596256537
-0.5256410256	1.146153846	0.1826484989	0.2990108974	1.637083793	0.5978645236	0.7164803194	0.004029631593	0.003238102426	0.003446550522	0.005442940397	0.02128475991	0.01633115505
-0.5256410256	1.153846154	0.1858135013	0.3046544136	1.639570922	0.6082245464	0.7300031318	0.00410497908	0.003314872789	0.00352370036	0.005549081363	0.02177595823	0.01670612935
-0.5256410256	1.161538462	0.1890607011	0.3104270837	1.641944	0.6188536266	0.7438354187	0.004182444142	0.003394159366	0.003603297582	0.005658067867	0.02227542247	0.01708746795
-0.5256410256	1.169230769	0.1923912503	0.3163301811	1.644202533	0.6297555351	0.7579802312	0.004262058689	0.003476000571	0.00368537915	0.005769935628	0.0227831207	0.01747515069
-0.5256410256	1.176923077	0.1958063084	0.3223649892	1.646346289	0.6409340672	0.7724406448	0.004343854843	0.00356043506	0.00376998226	0.005884720582	0.0232990213	0.01786915768
-0.5256410256	1.184615385	0.1993070425	0.3285328015	1.648375278	0.6523930429	0.7872197589	0.004427864938	0.003647501736	0.003857144346	0.006002458887	0.02382309287	0.01826946924
-0.5256410256	1.192307692	0.202894627	0.3348349219	1.650289743	0.6641363068	0.8023206975	0.004514121512	0.003737239745	0.003946903078	0.006123186929	0.02435530432	0.01867606592
-0.5256410256	1.2	0.2065702441	0.341272664	1.652090142	0.6761677283	0.8177466086	0.004602657309	0.003829688477	0.00403929636	0.006246941332	0.02489562479	0.01908892846
-0.3512820513	0.9	0.1301898649	0.1934636311	1.486011459	0.4261513345	0.4635713459	0.002789463451	0.001959570126	0.002162804149	0.003617724316	0.01008307713	0.007802996032
-0.3512820513	0.9076923077	0.1313299329	0.1956403833	1.489686159	0.4298831265	0.4687872099	0.002812772231	0.001972470228	0.00217803545	0.003650946654	0.01029397873	0.007964067633
-0.3512820513	0.9153846154	0.1325180587	0.197907879	1.493440825	0.4337722264	0.4742205102	0.002837269797	0.001986718931	0.002194593289	0.00368588951	0.01051390949	0.008131965389
-0.3512820513	0.9230769231	0.1337551471	0.2002670722	1.497266285	0.437821596	0.4798735334	0.002862979276	0.002002346288	0.002212506597	0.003722582957	0.01074283222	0.008306664397
-0.3512820513	0.9307692308	0.1350421105	0.2027189275	1.501153431	0.4420342217	0.4857485903	0.002889924057	0.002019382597	0.002231804539	0.003761057387	0.01098070997	0.008488139976
-0.3512820513	0.9384615385	0.1363798688	0.2052644192	1.505093244	0.4464131145	0.4918480158	0.002918127797	0.002037858403	0.002252516518	0.003801343496	0.01122750606	0.008676367669
-0.3512820513	0.9461538462	0.1377693493	0.2079045319	1.509076822	0.4509613103	0.4981741691	0.002947614424	0.002057804493	0.002274672172	0.00384347226	0.01148318409	0.008871323243
-0.3512820513	0.9538461538	0.1392114871	0.2106402602	1.513095396	0.4556818693	0.5047294338	0.002978408139	0.0020792519	0.002298301375	0.003887474914	0.01174770791	0.009072982689
-0.3512820513	0.9615384615	0.1407072246	0.2134726091	1.517140358	0.4605778767	0.5115162173	0.003010533422	0.002102231899	0.002323434236	0.003933382938	0.01202104166	0.009281322221
-0.3512820513	0.9692307692	0.1422575119	0.2164025934	1.521203278	0.465652442	0.5185369516	0.003044015033	0.002126776013	0.002350101103	0.003981228035	0.01230314971	0.009496318277
-0.3512820513	0.9769230769	0.1438633064	0.219431238	1.525275927	0.4709086998	0.5257940927	0.003078878014	0.002152916007	0.002378332556	0.004031042119	0.01259399674	0.009717947519
-0.3512820513	0.9846153846	0.1455255733	0.2225595782	1.529350293	0.4763498089	0.533290121	0.003115147691	0.002180683892	0.002408159414	0.0040828573	0.01289354767	0.00994618683
-0.3512820513	0.9923076923	0.1472452852	0.2257886591	1.5334186	0.481978953	0.5410275411	0.003152849674	0.002210111924	0.002439612731	0.004136705868	0.01320176768	0.01018101332
-0.3512820513	1	0.1490234222	0.229119536	1.537473323	0.4877993404	0.5490088815	0.003192009859	0.002241232602	0.002472723797	0.004192620286	0.01351862225	0.01042240432
-0.3512820513	1.007692308	0.150860972	0.2325532745	1.5415072	0.4938142041	0.5572366955	0.003232654427	0.00227407867	0.002507524137	0.004250633177	0.01384407709	0.0106703374
-0.3512820513	1.015384615	0.1527589298	0.23609095	1.54551325	0.5000268017	0.56571356	0.003274809846	0.002308683117	0.002544045514	0.004310777315	0.0141780982	0.01092479031
-0.3512820513	1.023076923	0.1547182983	0.2397336482	1.549484779	0.5064404155	0.5744420766	0.003318502866	0.002345079176	0.002582319925	0.004373085621	0.01452065183	0.01118574108
-0.3512820513	1.030769231	0.1567400878	0.2434824649	1.553415392	0.5130583523	0.5834248709	0.003363760524	0.002383300326	0.002622379605	0.004437591153	0.01487170453	0.01145316793
-0.3512820513	1.038461538	0.1588253161	0.247338506	1.557299	0.5198839438	0.5926645928	0.003410610135	0.002423380289	0.002664257022	0.004504327106	0.01523122307	0.01172704931
-0.3512820513	1.046153846	0.1609750086	0.2513028874	1.561129828	0.5269205461	0.6021639163	0.003459079298	0.002465353033	0.002707984883	0.004573326807	0.01559917452	0.01200736389
-0.3512820513	1.053846154	0.163190198	0.2553767352	1.564902416	0.5341715402	0.6119255397	0.003509195887	0.002509252768	0.00275359613	0.004644623711	0.01597552621	0.01229409058
-0.3512820513	1.061538462	0.1654719249	0.2595611856	1.568611629	0.5416403316	0.6219521856	0.003560988053	0.002555113951	0.00280112394	0.004718251405	0.01636024573	0.01258720848
-0.3512820513	1.069230769	0.167821237	0.263857385	1.572252652	0.5493303504	0.6322466007	0.00361448422	0.002602971284	0.002850601727	0.004794243604	0.01675330094	0.01288669696
-0.3512820513	1.076923077	0.17023919	0.2682664897	1.575820995	0.5572450516	0.642811556	0.003669713081	0.00265285971	0.002902063141	0.004872634155	0.01715465997	0.01319253557
-0.3512820513	1.084615385	0.1727268467	0.2727896663	1.57931249	0.5653879145	0.6536498467	0.003726703594	0.002704814422	0.002955542067	0.00495345704	0.01756429121	0.01350470412
-0.3512820513	1.092307692	0.1752852777	0.2774280915	1.582723291	0.5737624434	0.6647642922	0.003785484984	0.002758870852	0.003011072626	0.005036746377	0.01798216334	0.01382318261
-0.3512820513	1.1	0.177915561	0.2821829519	1.586049867	0.5823721671	0.6761577361	0.003846086733	0.00281506468	0.003068689178	0.005122536424	0.01840824526	0.01414795129
-0.3512820513	1.107692308	0.1806187823	0.2870554443	1.589289002	0.5912206389	0.6878330463	0.003908538579	0.002873431829	0.003128426314	0.005210861586	0.01884250619	0.01447899062
-0.3512820513	1.115384615	0.1833960346	0.2920467759	1.592437789	0.6003114371	0.6997931149	0.003972870513	0.002934008469	0.003190318865	0.005301756418	0.01928491558	0.01481628128
-0.3512820513	1.123076923	0.1862484186	0.2971581636	1.59549362	0.6096481643	0.7120408581	0.004039112775	0.002996831012	0.003254401897	0.005395255632	0.01973544316	0.0151598042
-0.3512820513	1.130769231	0.1891770425	0.3023908346	1.598454181	0.619234448	0.7245792165	0.004107295849	0.003061936114	0.00332071071	0.005491394102	0.02019405893	0.0155095405
-0.3512820513	1.138461538	0.192183022	0.3077460263	1.601317447	0.6290739402	0.7374111549	0.004177450461	0.003129360679	0.003389280842	0.005590206869	0.02066073314	0.01586547155
-0.3512820513	1.146153846	0.1952674803	0.3132249859	1.60408167	0.6391703177	0.7505396621	0.004249607575	0.003199141853	0.003460148067	0.005691729151	0.02113543634	0.01622757891
-0.3512820513	1.153846154	0.1984315482	0.318828971	1.606745368	0.6495272819	0.7639677514	0.004323798386	0.003271317026	0.003533348394	0.005795996348	0.02161813931	0.01659584441
-0.3512820513	1.161538462	0.2016763641	0.3245592492	1.609307321	0.6601485587	0.7776984603	0.004400054323	0.003345923834	0.003608918068	0.005903044048	0.02210881312	0.01697025007
-0.3512820513	1.169230769	0.2050030736	0.3304170982	1.611766557	0.6710378989	0.7917348502	0.00447840704	0.003423000158	0.003686893572	0.006012908033	0.02260742909	0.01735077814
-0.3512820513	1.176923077	0.2084128303	0.3364038059	1.614122343	0.6821990778	0.8060800071	0.004558888413	0.003502584123	0.003767311621	0.00612562429	0.02311395884	0.0177374111
-0.3512820513	1.184615385	0.2119067951	0.3425206702	1.616374171	0.6936358953	0.8207370411	0.00464153054	0.003584714097	0.003850209171	0.006241229014	0.02362837421	0.01813013164
-0.3512820513	1.192307692	0.2154861363	0.3487689992	1.618521754	0.7053521761	0.8357090864	0.004726365734	0.003669428695	0.003935623409	0.006359758615	0.02415064734	0.0185289227
-0.3512820513	1.2	0.2191520299	0.3551501109	1.620565007	0.7173517696	0.8509993016	0.004813426525	0.003756766776	0.004023591761	0.006481249727	0.02468075063	0.01893376743
-0.1769230769	0.9	0.1435580349	0.2092039211	1.457277688	0.4699094524	0.501287724	0.003050374146	0.002039035275	0.002280889443	0.003929257419	0.0100502958	0.007798973833
-0.1769230769	0.9076923077	0.1447651834	0.2114677228	1.460763686	0.4738608196	0.5067121731	0.003074524416	0.00204998626	0.002294697092	0.003963384825	0.01026464818	0.007962419795
-0.1769230769	0.9153846154	0.1460193475	0.2138196856	1.464324347	0.4779660831	0.5123478709	0.003099828585	0.002062220179	0.002309771003	0.00399917	0.01048767725	0.008132426147
-0.1769230769	0.9230769231	0.1473214258	0.2162607681	1.467951908	0.4822281845	0.5181971144	0.003126309376	0.002075766555	0.002326139627	0.00403664306	0.01071934904	0.008308970367
-0.1769230769	0.9307692308	0.1486723246	0.218791939	1.47163865	0.4866500905	0.5242622249	0.003153989768	0.002090655154	0.00234383165	0.004075834435	0.01095962984	0.008492030156
-0.1769230769	0.9384615385	0.1500729577	0.2214141772	1.475376914	0.4912347919	0.5305455478	0.003182892998	0.002106915987	0.002362875995	0.004116774853	0.01120848622	0.00868158344
-0.1769230769	0.9461538462	0.1515242463	0.2241284715	1.479159124	0.4959853045	0.5370494528	0.003213042565	0.002124579308	0.002383301818	0.00415949532	0.011465885	0.008877608365
-0.1769230769	0.9538461538	0.1530271194	0.2269358211	1.482977801	0.5009046686	0.5437763338	0.003244462237	0.002143675618	0.002405138514	0.004204027103	0.01173179329	0.009080083306
-0.1769230769	0.9615384615	0.1545825132	0.229837235	1.486825581	0.5059959494	0.5507286088	0.003277176053	0.002164235662	0.002428415714	0.004250401714	0.01200617846	0.009288986856
-0.1769230769	0.9692307692	0.1561913717	0.2328337327	1.490695229	0.5112622364	0.5579087204	0.003311208323	0.002186290427	0.002453163284	0.004298650893	0.01228900813	0.009504297836
-0.1769230769	0.9769230769	0.1578546463	0.2359263434	1.494579659	0.5167066439	0.5653191349	0.003346583637	0.002209871149	0.002479411324	0.004348806597	0.01258025021	0.009725995288
-0.1769230769	0.9846153846	0.1595732959	0.2391161066	1.498471942	0.522332311	0.5729623433	0.003383326862	0.002235009305	0.002507190174	0.004400900983	0.01287987286	0.00995405848
-0.1769230769	0.9923076923	0.1613482871	0.242404072	1.502365326	0.5281424013	0.5808408605	0.003421463146	0.002261736618	0.002536530408	0.0044549664	0.01318784451	0.0101884669
-0.1769230769	1	0.1631805939	0.2457912993	1.506253246	0.534140103	0.5889572257	0.00346101792	0.002290085055	0.002567462834	0.004511035374	0.01350413386	0.01042920027
-0.1769230769	1.007692308	0.1650711978	0.2492788581	1.510129335	0.5403286291	0.5973140024	0.0035020169	0.002320086829	0.0026000185	0.004569140601	0.01382870989	0.01067623851
-0.1769230769	1.015384615	0.1670210879	0.2528678286	1.513987435	0.5467112172	0.6059137783	0.003544486083	0.002351774395	0.002634228686	0.00462931494	0.01416154181	0.0109295618
-0.1769230769	1.023076923	0.1690312609	0.2565593007	1.51782161	0.5532911295	0.6147591652	0.003588451753	0.002385180454	0.002670124912	0.004691591402	0.01450259914	0.01118915051
-0.1769230769	1.030769231	0.1711027209	0.2603543745	1.52162615	0.560071653	0.6238527993	0.003633940479	0.002420337953	0.00270773893	0.004756003147	0.01485185163	0.01145498527
-0.1769230769	1.038461538	0.1732364795	0.2642541603	1.525395581	0.5670560991	0.633197341	0.003680979111	0.002457280082	0.002747102731	0.004822583476	0.01520926933	0.01172704689
-0.1769230769	1.046153846	0.1754335561	0.2682597785	1.529124669	0.5742478041	0.6427954747	0.003729594785	0.002496040274	0.00278824854	0.004891365832	0.01557482254	0.01200531643
-0.1769230769	1.053846154	0.1776949773	0.2723723594	1.532808432	0.5816501288	0.6526499093	0.003779814917	0.00253665221	0.00283120882	0.004962383795	0.01594848181	0.01228977518
-0.1769230769	1.061538462	0.1800217774	0.2765930438	1.536442134	0.5892664587	0.6627633777	0.003831667206	0.002579149814	0.002876016267	0.005035671077	0.01633021799	0.01258040463
-0.1769230769	1.069230769	0.1824149982	0.2809229822	1.540021298	0.5971002041	0.6731386372	0.003885179625	0.002623567253	0.002922703816	0.005111261528	0.01672000218	0.01287718652
-0.1769230769	1.076923077	0.1848756891	0.2853633355	1.5435417	0.6051547997	0.6837784693	0.003940380427	0.002669938941	0.002971304635	0.005189189131	0.01711780574	0.0131801028
-0.1769230769	1.084615385	0.1874049069	0.2899152745	1.546999378	0.6134337049	0.6946856795	0.003997298138	0.002718299536	0.003021852132	0.005269488008	0.01752360031	0.01348913563
-0.1769230769	1.092307692	0.1900037161	0.2945799803	1.550390626	0.621940404	0.7058630979	0.004055961555	0.002768683939	0.003074379948	0.005352192416	0.0179373578	0.01380426742
-0.1769230769	1.1	0.1926731886	0.2993586439	1.553711994	0.6306784057	0.7173135784	0.004116399744	0.002821127298	0.003128921959	0.005437336756	0.01835905036	0.01412548079
-0.1769230769	1.107692308	0.1954144038	0.3042524667	1.556960289	0.6396512434	0.7290399995	0.004178642035	0.002875665003	0.003185512281	0.00552495557	0.01878865044	0.01445275858
-0.1769230769	1.115384615	0.1982284488	0.3092626599	1.560132573	0.6488624752	0.7410452637	0.004242718021	0.00293233269	0.003244185261	0.005615083552	0.01922613073	0.01478608386
-0.1769230769	1.123076923	0.2011164181	0.3143904449	1.563226155	0.6583156838	0.7533322978	0.004308657557	0.002991166241	0.003304975487	0.005707755545	0.01967146421	0.01512543993
-0.1769230769	1.130769231	0.2040794137	0.3196370534	1.566238591	0.6680144767	0.7659040527	0.004376490749	0.003052201779	0.003367917779	0.005803006554	0.02012462412	0.0154708103
-0.1769230769	1.138461538	0.2071185452	0.325003727	1.569167679	0.6779624859	0.7787635037	0.004446247958	0.003115475675	0.003433047195	0.005900871743	0.02058558394	0.01582217871
-0.1769230769	1.146153846	0.2102349299	0.3304917174	1.572011452	0.688163368	0.7919136502	0.004517959794	0.003181024543	0.003500399028	0.006001386446	0.02105431747	0.01617952913
-0.1769230769	1.153846154	0.2134296922	0.3361022865	1.574768173	0.6986208045	0.8053575159	0.004591657112	0.003248885241	0.003570008808	0.006104586172	0.02153079872	0.01654284573
